# objname, z,  logstellar_mass_median, logstellar_mass_errup, logstellar_mass_errdown, sfr_100myr_median, sfr_100myr_errup, sfr_100myr_errdown, logssfr_100myr_median, logssfr_100myr_errup, logssfr_100myr_errdown, logzsol_median, logzsol_errup, logzsol_errdown, tau_dust_median, tau_dust_errup, tau_dust_errdown, avg_age_median, avg_age_errup, avg_age_errdown
AEGIS_371,2.3455,9.5467,9.6343,9.4195,2.3181,4.5152,1.4127,-9.1555,-8.8359,-9.4286,-1.0061,-0.5143,-1.4154,0.1075,0.3174,0.0309,1.2056,1.4900,0.7346
AEGIS_374,2.5975,10.1864,10.2966,10.0330,32.6732,41.8257,25.8634,-8.6545,-8.4736,-8.8226,-0.0461,0.0836,-0.2017,1.3838,1.5226,1.2658,1.0446,1.3513,0.7764
AEGIS_378,1.1978,9.2536,9.3643,9.0546,3.2734,4.6131,1.5353,-8.7474,-8.3850,-9.1262,0.1428,0.1771,0.0672,0.7066,0.8041,0.5657,1.8512,2.3498,1.0788
AEGIS_379,2.2433,9.3160,9.8464,9.0240,11.6487,33.8030,9.5668,-8.0888,-7.9564,-8.5171,-0.1192,0.0352,-0.6636,0.7758,1.0275,0.6949,0.3177,0.8237,0.0585
AEGIS_382,1.6205,8.8239,8.9487,8.6695,0.6377,1.0422,0.4424,-8.9973,-8.7538,-9.2329,-0.9075,-0.5383,-1.5336,0.0245,0.0672,0.0070,1.6574,1.9848,1.1438
AEGIS_384,2.3585,9.1927,9.3015,9.0699,1.8762,2.4390,1.5157,-8.9229,-8.7255,-9.0735,-0.5529,-0.1968,-1.1475,0.0204,0.0643,0.0061,0.9933,1.2221,0.6889
AEGIS_385,0.8237,8.3537,8.6890,8.1081,0.8001,1.2906,0.4332,-8.5393,-8.0631,-8.8801,-0.5374,-0.0854,-1.3405,0.1466,0.3830,0.0747,1.4999,2.7944,0.3346
AEGIS_389,2.6843,9.6814,9.8620,9.5029,4.0702,11.7209,1.4965,-9.0854,-8.5950,-9.5291,-0.5372,-0.1028,-1.1543,0.4768,0.9341,0.1603,1.0338,1.3615,0.6356
AEGIS_391,0.7183,10.3917,10.4312,10.2854,2.1506,2.7083,1.7686,-10.0687,-9.8989,-10.1497,0.1079,0.1635,-0.0024,1.0573,1.1712,0.8882,5.6820,6.0207,4.4306
AEGIS_392,0.9930,9.0717,9.2154,8.8672,1.3395,2.0359,0.8937,-8.9249,-8.6326,-9.2219,0.1036,0.1647,-0.0051,1.4338,1.6591,1.2429,2.2390,2.7915,1.4002
AEGIS_393,1.8586,9.5493,9.6314,9.4578,1.8370,2.8788,1.2925,-9.2792,-9.0696,-9.4513,-0.4810,-0.2284,-0.8093,0.1648,0.3873,0.0519,2.1111,2.3134,1.7475
AEGIS_396,0.8385,9.0508,9.1449,8.9352,0.8465,1.1697,0.5272,-9.1435,-8.9028,-9.3671,-0.5096,-0.3114,-0.8329,0.1495,0.2637,0.0815,2.2787,2.7624,1.6315
AEGIS_397,2.1194,10.2354,10.3790,9.9670,45.8872,72.1934,35.1520,-8.5825,-8.1158,-8.8078,-0.3735,-0.2545,-0.5230,1.9036,2.0391,1.7509,0.9965,1.6753,0.2372
AEGIS_398,0.5533,8.5702,8.6606,8.4349,0.1066,0.1697,0.0623,-9.5115,-9.2497,-9.8434,-1.3137,-0.9742,-1.6715,0.1414,0.2812,0.0436,3.1348,3.9532,1.8417
AEGIS_407,1.8779,9.7116,9.9684,9.4725,0.6375,2.3780,0.0662,-9.9600,-9.2415,-10.9590,-0.5161,-0.0430,-1.1415,0.9510,1.4373,0.5501,1.8755,2.3328,1.3671
AEGIS_409,1.7314,9.0607,9.1469,8.9546,0.8564,1.2967,0.6168,-9.1254,-8.9017,-9.3147,-1.0894,-0.7544,-1.4513,0.0224,0.0582,0.0068,1.5489,1.8623,1.1520
AEGIS_413,1.6887,9.6428,9.7149,9.5728,2.1915,3.2721,1.6041,-9.3283,-9.0863,-9.4846,-0.5012,-0.3193,-0.7997,0.0404,0.1178,0.0099,1.9014,2.2146,1.5179
AEGIS_416,1.1698,10.2052,10.2863,10.1152,22.9328,26.7700,18.0940,-8.8555,-8.7025,-9.0041,-0.1082,-0.0281,-0.2607,1.0431,1.1370,0.9612,2.1915,2.5798,1.6934
AEGIS_417,2.5298,9.3499,9.4561,9.2724,14.5489,16.4765,12.3033,-8.1898,-8.1038,-8.2958,-0.1745,0.0265,-0.4217,0.0236,0.0421,0.0094,0.5364,0.7126,0.3206
AEGIS_418,1.5524,9.3041,9.3848,9.2030,1.1523,2.0478,0.5592,-9.2277,-8.9938,-9.5717,-1.3562,-0.9839,-1.7322,0.1532,0.3757,0.0412,1.7421,2.0217,1.2846
AEGIS_419,1.2438,8.3691,8.5665,7.9808,0.4685,0.7249,0.3267,-8.6534,-8.1563,-8.9603,-1.0716,-0.6881,-1.4318,0.3176,0.5330,0.1481,1.3799,2.1346,0.4584
AEGIS_429,1.3271,9.3932,9.4489,9.3274,0.8664,1.1619,0.6993,-9.4620,-9.3229,-9.5507,0.1000,0.1635,-0.0446,0.0422,0.1639,0.0104,2.3473,2.8736,2.0311
AEGIS_430,1.4883,9.5355,9.6076,9.4518,2.8879,4.2590,2.0765,-9.0899,-8.8624,-9.2596,-0.4321,-0.2830,-0.6475,0.0898,0.1547,0.0343,1.7516,2.1754,1.2391
AEGIS_431,0.7890,9.0578,9.1419,8.9591,0.3064,0.5423,0.1716,-9.5838,-9.2510,-9.8759,-0.1019,0.1231,-0.6195,0.4190,0.7400,0.2538,3.0691,3.7893,2.4027
AEGIS_433,1.6414,9.5705,9.6753,9.4066,7.6491,9.9965,4.6179,-8.7026,-8.5447,-8.8815,-1.2971,-0.6620,-1.6568,0.9206,1.0874,0.5812,1.5272,1.8316,1.0761
AEGIS_437,1.4951,9.0805,9.2583,8.9926,0.9258,1.0952,0.5004,-9.0911,-8.9551,-9.5470,-0.1905,-0.0760,-0.3176,0.1663,0.2299,0.1075,1.9542,3.0468,1.7784
AEGIS_438,1.7035,10.3100,10.3636,10.2571,16.5301,20.2486,13.4621,-9.0959,-8.9631,-9.2200,-0.3276,-0.1748,-0.4989,0.8553,0.9599,0.7480,1.7423,2.1719,1.5014
AEGIS_439,2.5103,10.7286,10.7690,10.6836,4.3980,8.9040,1.9554,-10.0904,-9.7547,-10.4610,-0.1662,0.0424,-0.4101,0.8360,1.0048,0.6722,1.5469,1.7427,1.3414
AEGIS_442,1.7284,9.3114,9.3947,9.2317,0.6290,0.9621,0.4824,-9.5180,-9.2744,-9.6722,-0.0784,0.0784,-0.3291,0.0731,0.2233,0.0134,2.3434,3.1529,2.0539
AEGIS_443,1.3865,9.1662,9.2961,8.9939,0.7520,1.6839,0.3127,-9.3033,-8.8450,-9.7365,-0.4381,0.0183,-1.1707,0.4066,0.7208,0.2000,1.9037,2.4264,1.1680
AEGIS_444,1.8225,9.8911,9.9223,9.8569,2.1845,3.0976,1.6367,-9.5451,-9.3830,-9.6957,0.0820,0.1526,-0.0738,0.0828,0.1484,0.0378,1.8611,1.9995,1.7529
AEGIS_447,1.7857,10.8758,10.9322,10.8389,0.3793,9.1160,0.0970,-11.3894,-9.8915,-11.8987,0.0450,0.1077,-0.1355,0.2929,0.5169,0.2158,2.1569,2.6057,1.9315
AEGIS_455,2.0248,9.7800,9.8854,9.6287,3.6298,6.2879,2.5207,-9.2097,-8.9141,-9.4154,-0.8502,-0.3750,-1.2741,0.2768,0.5362,0.1152,1.3892,1.7585,0.9344
AEGIS_459,1.0884,8.8201,8.9659,8.6902,2.0130,2.8736,1.5800,-8.5027,-8.3061,-8.7090,0.0825,0.1579,-0.0261,0.8623,0.9922,0.7646,1.5842,2.1494,0.8407
AEGIS_460,0.6194,8.8676,8.9693,8.7296,0.0120,0.0947,0.0011,-10.8112,-9.7889,-11.8994,-0.4460,-0.0761,-0.8450,0.4695,0.6789,0.2440,3.8794,4.7064,2.7714
AEGIS_462,1.8999,9.3112,9.3988,9.2115,1.6282,2.5483,1.1170,-9.1024,-8.8284,-9.3367,-0.4723,-0.1503,-0.8971,0.1025,0.2081,0.0278,1.3705,1.7234,0.9933
AEGIS_469,1.4278,9.5544,9.6183,9.4883,2.0671,2.9393,1.4233,-9.2349,-9.0291,-9.4667,-0.1770,-0.0614,-0.3112,0.1079,0.2227,0.0274,2.3700,2.8774,2.0659
AEGIS_476,0.5386,8.6359,8.6978,8.4869,0.0317,0.1137,0.0135,-10.1458,-9.4465,-10.5327,-1.5861,-0.9682,-1.8513,0.2067,0.4149,0.0642,4.2322,4.7451,3.2397
AEGIS_478,1.9549,10.7304,10.7700,10.6914,14.9805,22.4492,11.5200,-9.5577,-9.3424,-9.6954,-0.1110,0.0190,-0.3413,0.7118,0.8234,0.4957,2.0634,2.3105,1.7638
AEGIS_482,1.2579,8.7912,9.0056,8.5366,0.2795,0.7917,0.0857,-9.3521,-8.7826,-9.9184,-0.9100,-0.2838,-1.5270,0.6264,1.1647,0.2527,2.1302,2.7257,1.2743
AEGIS_483,1.6365,9.5470,9.6200,9.4620,1.6431,2.5229,1.0125,-9.3452,-9.0879,-9.5700,-0.3664,-0.0500,-0.6810,0.1598,0.2940,0.0480,1.8615,2.1658,1.3623
AEGIS_486,1.2515,10.8575,10.9060,10.8236,0.3293,1.6146,0.0800,-11.3657,-10.6241,-11.9638,-0.2529,-0.1624,-0.3877,0.3632,0.4562,0.2780,3.0342,3.4875,2.8197
AEGIS_489,2.1602,9.7573,9.8244,9.7056,1.8705,3.8659,1.2393,-9.4792,-9.1718,-9.6659,-0.7446,-0.3843,-1.1308,0.0977,0.3398,0.0265,1.4980,1.7719,1.2493
AEGIS_498,0.7120,9.2106,9.2768,9.0926,0.0867,0.3279,0.0242,-10.2741,-9.5928,-10.8719,-0.6771,-0.2961,-0.9966,0.3307,0.4840,0.1656,3.7889,4.3125,3.0626
AEGIS_503,2.3575,10.1745,10.3072,9.7956,18.4107,33.1778,7.8866,-8.8675,-8.3211,-9.3910,0.0574,0.1466,-0.0068,0.8752,1.1028,0.6934,1.5472,2.2421,0.6656
AEGIS_504,1.8436,10.6547,10.6739,10.6330,0.5005,1.0867,0.1728,-10.9553,-10.6110,-11.4109,-0.0463,0.0968,-0.1958,0.1108,0.1905,0.0524,1.7272,1.9037,1.4480
AEGIS_513,0.8303,8.8772,8.9533,8.7871,0.1882,0.2983,0.1208,-9.6007,-9.3838,-9.8126,-0.7947,-0.4833,-1.1860,0.1734,0.3551,0.0686,3.1677,3.6489,2.4992
AEGIS_515,1.4297,8.4522,8.6976,8.2224,1.0952,1.5820,0.8564,-8.3902,-8.0870,-8.6569,-1.1696,-0.8431,-1.5210,0.8014,0.9462,0.6685,1.0142,1.7046,0.3732
AEGIS_522,1.0770,8.5773,8.7593,8.3743,0.0466,0.1817,0.0059,-9.9225,-9.2461,-10.8561,-0.8529,-0.2756,-1.4643,0.9381,1.3982,0.5225,2.8399,3.5232,2.0296
AEGIS_525,0.7744,8.5153,8.6376,8.3632,0.2351,0.3626,0.1584,-9.1357,-8.8220,-9.4067,0.0532,0.1499,-0.1547,0.3166,0.5096,0.1186,2.9453,3.6735,2.0755
AEGIS_528,1.4533,9.2089,9.3035,9.0642,2.1664,3.4980,1.1561,-8.9231,-8.4976,-9.2210,-0.2905,-0.0802,-0.5834,0.1398,0.2718,0.0743,1.3720,1.6555,0.7982
AEGIS_531,1.5131,11.0223,11.0640,10.9772,9.6534,14.6097,6.4579,-10.0431,-9.8266,-10.2424,0.0864,0.1456,0.0392,1.4207,1.5156,1.3345,3.0693,3.3404,2.8489
AEGIS_536,2.6801,10.1166,10.2694,9.9023,29.7878,43.0831,20.6652,-8.6134,-8.3254,-8.8697,-0.0821,0.0817,-0.2761,1.9061,2.1406,1.6774,0.9653,1.2892,0.5629
AEGIS_537,1.7594,10.5689,10.6113,10.5200,19.0914,23.8452,16.0384,-9.2917,-9.1568,-9.3880,0.1481,0.1750,0.1127,1.4130,1.6033,1.3333,2.1020,2.1737,2.0170
AEGIS_540,1.7474,9.9376,10.0414,9.8501,4.1068,6.3571,2.4666,-9.3396,-9.0649,-9.6093,-0.5589,-0.1463,-0.9206,1.0405,1.2158,0.7986,1.7677,2.1484,1.3758
AEGIS_544,0.9073,9.4870,9.5479,9.3770,1.2022,1.8347,0.9014,-9.4050,-9.1220,-9.5999,0.0569,0.1414,-0.1095,0.3940,0.6636,0.2526,3.3546,3.6651,2.6612
AEGIS_545,2.4493,9.7278,9.8161,9.6070,2.7800,4.5623,1.8200,-9.2813,-8.9886,-9.5045,-1.0942,-0.6811,-1.5034,0.0779,0.1772,0.0300,1.0750,1.3125,0.7423
AEGIS_546,0.8326,8.7742,8.8800,8.6381,0.5258,1.0721,0.3737,-9.0104,-8.6838,-9.2442,0.0315,0.1402,-0.1556,0.9849,1.2260,0.8444,2.9405,3.3832,2.3552
AEGIS_550,1.2061,9.3496,9.4368,9.2424,0.6304,0.9162,0.4486,-9.5418,-9.3357,-9.7332,-0.8458,-0.5207,-1.0671,0.1305,0.2629,0.0424,2.3606,3.1706,1.6725
AEGIS_551,0.6443,8.7413,8.8281,8.6695,0.0166,0.0524,0.0037,-10.5301,-9.9862,-11.1920,-1.0955,-0.6555,-1.5600,0.4055,0.6325,0.2187,4.4296,5.0678,3.7133
AEGIS_553,1.1864,8.7002,8.8151,8.5540,0.5780,0.8824,0.3685,-8.9446,-8.6542,-9.2155,-0.5099,-0.1811,-0.9495,0.0853,0.1743,0.0353,1.8706,2.4712,1.2197
AEGIS_557,1.0433,9.3569,9.4433,9.2558,0.8877,1.3538,0.5135,-9.3992,-9.1470,-9.7117,-0.1068,0.0843,-0.4184,0.8087,1.0577,0.5741,2.6285,3.1716,1.8815
AEGIS_560,1.1026,9.0941,9.1764,8.8176,0.9059,1.1743,0.6208,-9.1591,-8.7527,-9.3531,0.1248,0.1726,0.0281,0.1053,0.4275,0.0315,2.7580,3.1409,1.7528
AEGIS_561,2.4381,10.0684,10.1366,9.9466,12.5340,15.0810,9.9963,-8.9674,-8.7939,-9.1101,-1.0491,-0.7685,-1.2674,0.2351,0.3214,0.1319,1.1846,1.3674,0.9124
AEGIS_562,1.4667,8.6539,8.8172,8.4456,0.5211,0.8252,0.3188,-8.8917,-8.6010,-9.2893,-1.3376,-0.8722,-1.7394,0.1925,0.3655,0.0513,1.6226,1.9593,1.0489
AEGIS_567,1.3861,10.3192,10.3883,10.2197,18.2098,32.7752,6.0971,-9.0548,-8.7237,-9.5887,0.0450,0.1267,-0.0505,0.8907,1.1088,0.6839,2.1035,2.5022,1.4834
AEGIS_569,1.2041,8.6815,8.8364,8.4873,0.6600,0.9826,0.4559,-8.8460,-8.5303,-9.1173,-0.5798,-0.0741,-1.2920,0.1158,0.2901,0.0593,1.7169,2.1795,1.0406
AEGIS_570,2.6999,11.3573,11.4128,11.2978,66.6135,113.5788,31.1655,-9.5264,-9.2560,-9.9130,-0.0468,0.1035,-0.2563,1.1862,1.3494,1.0326,1.2458,1.4621,1.0322
AEGIS_576,0.6667,9.9360,9.9975,9.8842,0.4125,0.7530,0.1481,-10.3287,-10.0363,-10.8183,-0.1645,0.0897,-0.5693,1.0150,1.1500,0.8594,3.9610,4.6053,3.4335
AEGIS_577,1.6303,10.4742,10.5509,10.3704,9.9900,15.1264,5.3521,-9.4729,-9.2253,-9.8013,-0.3209,-0.0642,-0.5743,1.1889,1.4359,1.0077,1.9226,2.2382,1.5487
AEGIS_579,2.8105,10.0478,10.1637,9.9092,15.9596,26.4025,9.3902,-8.8670,-8.5234,-9.1164,-0.8450,-0.3799,-1.1814,0.4291,0.6053,0.2232,0.9217,1.1901,0.6225
AEGIS_582,0.7808,8.7238,8.9224,8.5153,0.7491,1.1920,0.5378,-8.8070,-8.5271,-9.1725,-0.8911,-0.5819,-1.4425,0.2126,0.3299,0.1356,1.8581,2.4914,0.8336
AEGIS_584,1.9557,10.2211,10.4308,9.9074,4.4176,10.6539,1.3900,-9.6157,-9.0331,-10.0894,-0.0982,0.1040,-0.4746,1.3615,1.7583,0.7944,1.6953,2.0374,1.2144
AEGIS_596,1.7003,10.2115,10.3147,10.0750,27.1902,36.8035,16.3653,-8.7784,-8.5238,-9.0351,-0.5058,-0.2025,-0.6418,1.6462,1.7972,1.4890,1.7932,2.1836,1.2699
AEGIS_602,0.7921,8.4489,8.6325,8.2698,0.2823,0.5204,0.1355,-8.9869,-8.6259,-9.4132,-0.2925,0.0864,-1.2607,0.4752,0.9744,0.2423,2.1040,3.1764,0.9233
AEGIS_605,2.9564,9.7828,9.9469,9.6000,15.0335,21.1164,9.9550,-8.5876,-8.3223,-8.9073,-0.0193,0.1280,-0.3475,0.4563,0.6278,0.3055,0.7125,0.9752,0.3948
AEGIS_606,2.2157,9.4116,9.5520,9.2197,3.4863,5.5594,1.8291,-8.8588,-8.5259,-9.2480,-1.0604,-0.5330,-1.4904,0.0996,0.2215,0.0449,1.1434,1.5564,0.6733
AEGIS_608,2.6139,9.1731,9.4956,8.8623,6.7963,10.6052,4.0413,-8.3103,-8.0231,-8.7005,-0.3042,-0.0001,-1.1233,1.0347,1.3443,0.7295,0.5588,1.0383,0.1596
AEGIS_612,2.2376,8.9137,9.0674,8.6614,1.5103,2.1816,1.0833,-8.7042,-8.4121,-8.9457,-1.3119,-0.8415,-1.7029,0.1239,0.2294,0.0517,0.9385,1.3195,0.4885
AEGIS_613,1.2304,10.4570,10.5251,10.3577,42.1216,62.4711,17.0483,-8.8335,-8.5820,-9.2871,0.0913,0.1596,-0.0261,0.5673,0.6745,0.3138,2.4780,2.7867,2.0912
AEGIS_614,0.7714,8.6078,8.9029,8.4067,1.2023,1.6458,0.6247,-8.4968,-8.2202,-9.0678,0.0156,0.1358,-0.4242,0.6592,0.8422,0.5507,1.6907,3.0609,0.8137
AEGIS_616,2.0923,10.5689,10.5737,10.5642,5.8883,6.1079,5.6797,-9.7989,-9.7816,-9.8152,0.0553,0.0583,0.0529,0.7842,0.7877,0.7804,2.9025,2.9046,2.8990
AEGIS_620,1.4080,9.3778,9.5473,9.1718,1.5213,2.2931,1.0809,-9.2129,-8.8830,-9.4242,-1.0794,-0.4002,-1.6544,0.1629,0.3190,0.0688,2.0101,2.4829,1.3133
AEGIS_621,1.4170,8.9166,9.0234,8.7440,0.6246,0.8741,0.4586,-9.1254,-8.8342,-9.3152,-0.8536,-0.4587,-1.3653,0.0758,0.1673,0.0227,2.1859,2.8470,1.5993
AEGIS_622,2.0734,8.8173,8.9801,8.5886,1.0649,1.7608,0.6296,-8.7416,-8.4302,-9.1070,-1.0311,-0.6143,-1.5557,0.0509,0.1216,0.0144,1.1038,1.5563,0.5539
AEGIS_623,0.5866,8.5021,8.6015,8.3753,0.0284,0.0825,0.0075,-10.0608,-9.5289,-10.6754,-1.2627,-0.7116,-1.6996,0.2654,0.4941,0.0988,3.7784,4.5449,2.7510
AEGIS_624,0.5649,9.3432,9.4034,9.2730,0.8204,1.6230,0.5627,-9.4263,-9.0659,-9.6424,0.0636,0.1517,-0.1220,0.4183,0.5877,0.2962,3.5043,4.1251,2.7760
AEGIS_629,1.9001,9.6954,9.7694,9.5848,4.0723,7.2117,2.9217,-9.0778,-8.7443,-9.2976,-0.0021,0.1240,-0.2841,0.1928,0.3145,0.0649,1.3704,1.6461,1.0023
AEGIS_631,1.7700,9.3655,9.4408,9.2704,1.4167,2.0408,0.9110,-9.2105,-9.0007,-9.4447,-0.6347,-0.2868,-0.9317,0.0719,0.1755,0.0199,1.6750,1.9125,1.2581
AEGIS_632,1.2242,9.3219,9.3823,9.2272,1.2612,1.7246,0.8558,-9.2163,-9.0072,-9.4412,-0.1676,-0.0153,-0.3469,0.1739,0.3022,0.0761,2.1463,2.4273,1.7115
AEGIS_639,1.6577,9.6267,9.6865,9.5593,0.9397,1.1193,0.7909,-9.6550,-9.5303,-9.7663,0.1453,0.1767,0.0858,0.0942,0.1589,0.0375,2.5091,2.8931,2.2768
AEGIS_640,1.1416,8.9728,9.0798,8.8518,0.0588,0.2706,0.0068,-10.2119,-9.4813,-11.1839,-1.0663,-0.4775,-1.6088,0.8662,1.1659,0.5556,2.8081,3.4015,2.0769
AEGIS_641,1.1255,8.9515,9.0633,8.7823,0.7231,1.2203,0.5216,-9.0935,-8.7094,-9.3311,0.0701,0.1510,-0.0804,0.1308,0.2751,0.0494,2.2919,2.8393,1.5547
AEGIS_642,1.6051,10.1214,10.1668,10.0492,4.6517,6.4173,3.5854,-9.4577,-9.2756,-9.5859,-0.5656,-0.2096,-0.7894,0.3506,0.4977,0.2254,2.1824,2.3902,1.8942
AEGIS_643,1.4466,9.9078,9.9914,9.8242,5.5863,9.4289,3.4348,-9.1355,-8.9085,-9.3852,-0.3285,-0.0754,-0.6476,1.3029,1.5817,1.0803,2.0686,2.4287,1.5924
AEGIS_645,1.6573,9.0614,9.2638,8.8983,3.1809,4.2113,2.5044,-8.5505,-8.3516,-8.7798,-0.6294,-0.1195,-1.4236,0.6801,0.8513,0.5315,1.2048,1.5877,0.7257
AEGIS_649,1.1222,8.8875,9.0341,8.6834,1.9627,2.5172,1.4909,-8.5989,-8.2820,-8.8530,0.1221,0.1701,0.0396,0.5049,0.5938,0.3932,1.7645,2.2760,0.5950
AEGIS_650,1.1287,9.7881,9.8317,9.7440,0.9111,1.4992,0.6959,-9.8236,-9.5846,-9.9739,-0.2984,-0.1291,-0.4789,0.0834,0.1761,0.0305,3.1673,3.5504,2.7509
AEGIS_651,0.6247,9.7176,9.7538,9.6714,2.3714,4.6639,1.6326,-9.3125,-9.0320,-9.5334,-0.0213,0.1084,-0.1433,0.0312,0.0641,0.0102,3.5036,3.8052,3.2815
AEGIS_656,2.4036,9.3963,9.6017,9.1296,2.3358,4.7768,1.2593,-9.0332,-8.4943,-9.3977,-0.4767,-0.0509,-1.3303,0.3098,0.6691,0.1153,1.3685,1.7175,0.7066
AEGIS_658,1.4890,8.5712,8.7039,8.3705,0.6428,0.9452,0.4717,-8.7559,-8.4489,-8.9647,-1.2707,-0.9067,-1.7042,0.1518,0.2498,0.0723,1.6364,1.9763,0.9297
AEGIS_659,0.8200,8.4341,8.5476,8.2841,0.0764,0.1626,0.0335,-9.5531,-9.1391,-9.9759,-0.7394,-0.2387,-1.3840,0.2635,0.5133,0.1053,3.0462,3.6933,2.0399
AEGIS_663,1.7528,8.5761,8.7422,8.3363,0.5180,0.9136,0.3937,-8.8038,-8.4722,-9.0737,-1.1102,-0.5933,-1.6531,0.0250,0.0835,0.0074,1.2486,1.7586,0.5463
AEGIS_666,1.0188,8.4793,8.6362,8.2538,0.2370,0.5289,0.1208,-9.0882,-8.6343,-9.4581,-0.4867,-0.0818,-1.2466,0.3998,0.8343,0.1379,2.5362,3.1594,1.5659
AEGIS_667,0.7463,9.0138,9.1274,8.9251,0.4121,0.9626,0.2842,-9.3962,-9.0388,-9.5678,-0.6678,-0.4617,-1.0702,0.1896,0.3408,0.0877,2.8139,3.6096,2.1514
AEGIS_668,1.6187,10.2046,10.2473,10.1149,2.9989,9.7096,2.1791,-9.7216,-9.1354,-9.9051,-0.0749,0.0880,-0.3124,0.3022,0.6884,0.1895,2.5728,2.9121,2.0583
AEGIS_669,0.5886,9.1404,9.2666,8.8761,1.5648,1.8878,1.1736,-8.9326,-8.6270,-9.1631,-0.7955,-0.3960,-1.0508,0.5076,0.6080,0.4061,2.5043,3.0582,1.0133
AEGIS_677,1.1883,8.8173,8.9195,8.6774,0.4271,0.9300,0.2739,-9.1977,-8.7417,-9.4481,-0.1562,0.0487,-0.4153,0.1483,0.2963,0.0499,2.2455,2.8323,1.3960
AEGIS_678,1.9862,10.5222,10.5936,10.4488,7.4140,12.1229,3.8583,-9.6518,-9.3712,-9.9956,-0.1377,0.0575,-0.4076,1.4170,1.5640,1.2484,1.7939,2.0383,1.4644
AEGIS_679,0.8214,10.6688,10.7315,10.6361,1.7485,2.4612,1.1682,-10.4237,-10.2635,-10.6518,-0.1302,0.0404,-0.2288,0.3543,0.4438,0.2672,4.0912,5.1005,3.7886
AEGIS_682,1.9999,9.8643,9.9889,9.7622,4.7535,8.9503,3.4530,-9.1969,-8.9307,-9.3640,-0.5159,-0.2490,-1.0489,0.2304,0.4518,0.1402,1.2795,1.5827,0.9369
AEGIS_683,1.6872,10.7903,10.8209,10.7528,0.2848,1.5887,0.0414,-11.3233,-10.5796,-12.1831,-0.2660,-0.1483,-0.3895,0.1281,0.2592,0.0355,2.4509,2.7464,2.1058
AEGIS_685,1.1258,10.7169,10.7689,10.6637,32.0217,39.1036,27.1275,-9.2193,-9.0924,-9.3007,-0.1407,-0.0212,-0.2817,1.4629,1.5957,1.2926,2.5969,2.8604,2.2786
AEGIS_699,2.5891,9.6414,9.8329,9.3934,12.5909,18.7909,8.0718,-8.4671,-8.2073,-8.8735,-0.1175,0.0556,-0.2848,0.9848,1.1516,0.7199,0.7858,1.3257,0.3304
AEGIS_703,1.4049,11.0227,11.0612,10.9487,22.9030,37.7634,15.3695,-9.6743,-9.3809,-9.8624,-0.1300,-0.0227,-0.3413,0.6538,0.9234,0.5115,2.4047,2.5784,2.0206
AEGIS_707,1.7791,9.3114,9.3954,9.1548,0.7610,1.2518,0.4896,-9.4276,-9.1570,-9.6497,-1.0258,-0.5895,-1.3523,0.0785,0.2028,0.0239,1.9236,2.2723,1.2680
AEGIS_709,0.7536,8.8910,9.0206,8.7013,0.4949,0.7606,0.3574,-9.1570,-8.9795,-9.3472,-0.5735,-0.2985,-1.2671,0.1673,0.3805,0.0808,2.0888,2.8845,1.1689
AEGIS_713,1.8183,9.4129,9.5145,9.2569,1.3489,5.3571,0.7173,-9.2583,-8.5859,-9.6022,-0.1274,0.1096,-0.6794,0.2615,1.0437,0.0573,1.8184,2.0513,1.0122
AEGIS_715,1.6004,9.1239,9.2007,9.0191,1.0464,2.3085,0.6005,-9.1004,-8.7063,-9.3886,-0.8745,-0.5841,-1.2020,0.0554,0.1568,0.0164,1.7123,2.0988,1.3257
AEGIS_725,2.1576,10.3294,10.3693,10.2938,7.3834,10.1478,5.3924,-9.4564,-9.3057,-9.6119,-0.6265,-0.4739,-0.8447,0.3726,0.4827,0.2773,1.7275,1.8813,1.4600
AEGIS_728,1.9049,10.7822,10.8491,10.7157,61.0779,79.7662,43.0393,-9.0067,-8.8502,-9.1658,-0.5398,-0.3094,-0.7068,1.2593,1.3529,1.1300,1.2794,1.5904,0.9189
AEGIS_729,1.1075,9.2217,9.2803,9.1576,0.7659,1.1494,0.5511,-9.3354,-9.1203,-9.5292,-0.2255,-0.0901,-0.3697,0.0677,0.1499,0.0223,2.4155,2.8235,1.9996
AEGIS_730,1.6389,9.4188,9.4871,9.3361,2.0758,3.3037,1.4879,-9.0935,-8.8754,-9.2678,-1.5164,-1.2835,-1.7887,0.0758,0.2011,0.0212,1.2592,1.7203,0.8415
AEGIS_733,1.1786,10.7647,10.8284,10.7093,44.9381,54.7089,38.3602,-9.1159,-8.9797,-9.2404,0.1140,0.1477,0.0573,1.1323,1.2626,1.0246,2.4248,3.4272,2.0224
AEGIS_734,0.5747,8.5198,8.6647,8.3360,0.5224,1.1132,0.2182,-8.7781,-8.3891,-9.1502,-1.3501,-1.0235,-1.7116,1.1049,1.4430,0.6922,2.4291,3.4965,1.4789
AEGIS_735,1.6937,9.4882,9.5677,9.3647,2.9506,4.4875,1.8035,-9.0171,-8.7249,-9.3127,-0.2273,-0.0563,-0.3816,0.0725,0.1615,0.0229,1.5910,1.9057,1.0796
AEGIS_739,1.2185,10.6399,10.7262,10.6090,0.3558,1.0303,0.0893,-11.1054,-10.6238,-11.7091,-0.2073,-0.0488,-0.3362,0.4494,0.5552,0.2857,3.1007,4.3094,2.9134
